ID,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
5271,0.912844333,45,1,0.078870354,6833,3,0,0,0,0
5276,0.399278209,53,0,0.380597015,4153,12,0,1,0,2
5278,0.02087686,50,0,0.183521073,7900,26,0,1,0,0
5280,0.396698851,30,0,1.548117155,2150,15,0,2,0,0
5281,0.056805507,81,0,0.276778063,3500,6,0,2,0,0
5283,0.658613797,42,0,0.6248,4999,14,0,0,0,0
5287,0.9999999,55,1,0.326849037,4934,2,0,1,1,2
5290,0.049051894,58,0,0.202415497,12750,9,0,2,0,1
5291,5.70259e-4,59,0,1195,NA,11,0,1,0,0
5297,0.9999999,61,0,1210,NA,2,0,1,0,0
5307,0.9999999,22,0,0,820,1,0,0,0,0
5310,0,71,0,0.401239669,2419,6,0,1,0,0
5311,0.072358954,72,0,1471,NA,9,0,1,0,0
5313,0.687154637,54,2,0.542224603,5600,11,0,2,1,0
5315,0.236216752,45,0,0.476300928,9915,9,0,2,0,2
5320,0.012041033,60,0,0.206497969,3200,8,0,0,0,0
5325,0.996780645,50,0,0.279170861,21853,9,0,2,0,4
5327,0.106919284,59,0,57,NA,5,0,0,0,0
5330,0.033357861,67,0,1690,NA,13,0,2,0,NA
5335,0.061093761,56,0,0.440097646,15975,18,0,3,0,2
5338,0.240889698,49,0,0.39247066,6560,11,0,1,0,1
5339,0.9999999,80,0,0,NA,1,0,0,0,0
5344,0.9999999,21,0,56,NA,0,0,0,0,0
5349,0.999951967,57,0,2280,NA,4,0,1,0,0
5357,0.042073687,59,0,1379,NA,4,0,1,0,0
5362,0.07967013,62,1,0.274080658,9000,29,0,1,0,0
5368,0.322633868,40,0,0.328698641,6400,3,0,1,0,2
5369,0.217738355,49,0,2119,NA,14,0,1,0,1
5370,1.059850374,28,0,0.005466615,2560,2,0,0,1,3
5372,0.093953415,40,0,0.052471019,9833,6,0,0,1,2
5375,0.158407089,38,0,0.233790648,25000,10,0,3,0,0
5376,0.976673526,44,0,0.195294713,11858,6,0,0,0,6
5383,0.9999999,37,2,0.373195113,2700,3,1,0,0,3
5384,0.146162873,55,0,0.086813548,3040,6,0,0,0,1
5389,0.127201994,48,0,0.721142309,4166,8,0,2,0,1
5393,0.778959395,29,0,0.687366167,1400,11,0,0,0,0
5400,0.01833777,79,0,0.024650233,1500,5,0,0,0,0
5402,0.012541948,57,0,0.323419145,4000,7,0,1,0,0
5403,0,41,0,0.160364781,18750,5,0,2,0,3
5404,0.086287287,46,0,0.012102078,3800,6,0,0,0,0
5414,0.565886823,29,0,0.441162898,4333,8,0,1,0,0
5415,0.116361141,52,1,0.181708421,6625,10,1,1,0,1
5416,0.595526493,55,0,0.835332606,1833,11,0,1,0,0
5418,0.9999999,33,0,0.446366782,2600,5,0,1,0,0
5429,0.230125662,45,0,0.143033997,10500,8,0,1,0,0
5430,0.037622231,60,0,210,NA,4,0,1,0,0
5434,0.024475025,70,0,21,NA,3,0,0,0,0
5435,0.271954674,50,0,1734,NA,7,0,1,0,0
5440,0.9999999,55,0,0,2770,2,0,0,0,0
5443,0.419568765,39,0,0.451087517,9700,7,0,1,0,2
5444,0.087916119,72,0,0.13521458,1700,12,0,0,0,0
5449,0.9999999,41,0,0.173423014,5500,4,0,0,0,2
5450,0.128402831,71,0,0.431691966,2700,18,0,1,0,0
5451,0,46,0,1364,NA,9,0,1,0,3
5455,0.732175743,35,0,1.211788212,1000,12,0,0,0,1
5458,0.076270964,78,0,0.090109304,3750,7,0,1,0,0
5459,0.627712606,64,0,0.487323944,4969,8,0,2,0,0
5460,0.9999999,56,0,0.016652789,1200,0,1,0,0,0
5469,0,47,0,0.224177582,10000,5,0,1,0,2
5470,0.059703931,62,0,718,NA,10,0,0,0,0
5471,0.279030147,33,0,0.596565019,2852,6,0,1,0,0
5472,0.9999999,34,0,0.075591319,4100,1,0,0,0,1
5474,0.44876895,40,0,0.165166967,5000,8,0,0,0,0
5481,0.851489188,40,1,0.443268665,1700,5,2,0,0,0
5486,0.29609945,47,0,0.143599433,6350,4,0,0,0,4
5488,0.010851591,79,1,0.005387535,8166,16,0,0,0,0
5490,0.03314955,26,0,1.341658342,1000,11,0,1,0,1
5507,0.38225696,48,0,0.410747761,4800,11,0,1,0,1
5517,0.343393987,30,0,1702,NA,10,0,1,0,0
5524,0.603339666,67,1,0.033671519,6800,6,0,1,0,0
5527,0.024997727,50,0,0.207652753,6611,6,0,1,0,3
5529,1.176043557,45,0,512,NA,4,2,0,0,NA
5539,0.9999999,31,0,49,NA,2,2,0,0,0
5540,0.042153164,51,0,0.253804246,5322,6,0,1,0,0
5541,0.245471687,41,2,0.519548045,10000,14,0,1,0,3
5542,0.64706866,61,0,0.54276194,2700,9,0,2,0,0
5544,0.9999999,46,1,597,NA,1,0,0,0,0
5545,0.466823736,42,0,0.068900297,3700,3,0,0,1,0
5557,0.002688829,58,1,0.37607799,8000,9,0,1,0,1
5559,0.014787117,80,0,15,NA,4,0,0,0,0
5561,0.006642344,45,0,8.93805e-4,17900,6,0,0,0,0
5562,0.547093227,49,1,0.462174941,5075,9,0,1,0,2
5566,0,54,0,8,NA,3,0,0,2,0
5571,0.015953601,62,0,0.261338476,14000,9,0,3,0,2
5572,0.316377549,52,0,0.352077476,3200,9,0,1,0,0
5573,0,67,0,0.362810418,1650,8,0,0,0,0
5574,0.243756244,54,0,0.979246733,1300,14,0,0,1,0
5575,0.191163014,64,0,0.397982933,11600,16,0,5,0,0
5576,0.058016035,50,0,0.101366847,10900,5,0,1,0,1
5583,0.229180546,22,0,10,NA,2,0,0,0,0
5584,0.317477953,45,2,0.069594035,7241,11,0,0,0,0
5592,0.9999999,31,0,0.351742275,1520,5,0,0,0,2
5600,0.046796256,77,0,0.002756608,6166,4,0,0,0,0
5604,0.9999999,26,2,0.100257069,3500,2,0,0,0,0
5622,0.029749781,89,0,0.020397669,5833,12,0,0,0,0
5624,1.81448e-4,73,0,0.158613795,3000,6,0,0,0,0
5628,0,49,0,0.465512685,7567,9,0,3,0,1
5631,0.281370699,48,0,5800,NA,19,0,3,0,0
5633,0.005278099,56,0,0.286185691,6666,6,0,1,0,0
5634,0.03104144,42,0,0.005856306,7000,3,0,0,0,2
5639,0.9999999,53,0,0.472260341,5100,5,0,1,1,2
5643,0.9999999,42,0,0.038493584,6000,1,0,0,0,0
5646,0.544887106,34,0,0.780870807,1400,8,0,0,0,0
5649,0.79241517,32,1,0.007762879,1416,1,0,0,0,0
5650,0.011590227,65,0,0.281143771,5000,10,0,2,0,2
5652,0.9999999,27,0,0.101299567,3000,3,3,0,0,1
5657,0.147911047,53,0,0.268263416,20833,22,0,3,0,1
5658,0.240376763,68,0,0.342531494,5000,10,0,1,0,0
5661,0.492262577,43,0,0.355824264,12404,13,0,1,0,4
5663,0.001849908,68,1,6,NA,9,1,0,0,0
5667,0.751975743,31,0,0.40941217,5800,12,0,1,0,3
5671,0.018450389,59,0,0.344296859,4742,17,0,1,0,0
5673,0.421819025,51,0,0.15275201,3233,7,0,0,0,0
5676,0.145782779,61,0,1211,NA,8,0,1,0,0
5684,0.9999999,51,0,0.015480591,4327,0,4,0,0,3
5686,0.002560578,57,0,0.04458357,5270,4,0,0,0,0
5687,0.376896585,57,0,1813,NA,4,0,1,0,0
5688,0.676460422,41,0,0.25087189,4300,6,0,0,0,0
5694,0.513238488,50,0,0.288095763,13616,9,0,2,0,1
5699,0.392200181,43,0,0.151169766,3333,3,0,0,0,3
5700,0,62,0,0.352984798,8090,9,0,1,0,1
5711,0.051529898,45,0,0.292495116,8700,5,0,1,0,0
5721,0,33,0,0.338707662,8000,7,0,1,0,2
5723,0.402725362,49,0,0.360120732,5300,10,0,1,0,0
5731,0,81,0,0.172887682,5893,9,0,1,0,1
5735,0,44,0,0,3016,1,0,0,0,0
5736,0.046875652,56,0,0.244868229,7550,21,0,1,0,0
5739,0.055831472,60,0,0.21440846,7564,6,0,1,0,1
5743,0.03721824,66,0,1.044145873,2083,10,0,2,0,0
5764,0.588117653,35,0,1.348260696,2500,7,0,1,0,4
5766,0.00800189,39,0,453,NA,19,0,0,0,0
5771,0.013002135,42,0,0.294794095,6434,9,0,2,0,3
5774,0,51,1,3977,NA,7,0,2,0,0
5775,0.941670555,32,3,0.187953012,4000,10,0,0,1,0
5776,0.066644452,32,0,0.315812027,7000,5,0,1,0,2
5782,0.037761916,50,0,0.307238168,20833,13,0,2,0,1
5790,0.059715375,75,0,0.115288471,10000,7,0,1,0,1
5793,0.212182951,72,0,0.41235281,4500,11,0,1,0,0
5795,0.9999999,41,0,0.083723467,22000,4,0,0,0,0
5803,0.199065577,33,0,0.519843101,4333,11,0,3,0,2
5811,0,69,0,5266,NA,6,0,2,0,NA
5812,0.807407704,43,0,0.648087687,4287,10,0,1,0,2
5813,0.096246544,35,0,0.142716535,2031,14,0,0,0,0
5819,0.887186091,60,0,0.138653462,10500,7,0,0,0,0
5820,0.03222829,58,0,0.004643963,2583,3,0,0,0,1
5821,0,49,0,0.378843099,10700,13,0,2,0,2
5826,0.79114135,48,1,0.501687873,11552,6,0,4,0,0
5828,0.868231983,32,0,1.202265911,3000,8,0,1,0,1
5833,0.897047336,26,0,0.367316342,2000,14,0,0,0,0
5837,0.083693738,72,0,0.150739704,2500,29,0,0,0,0
5839,0.320042708,47,0,0.384873597,9532,17,0,2,0,1
5840,0.9999999,44,0,0.734273956,1700,4,0,1,0,4
5843,0.228962012,49,0,0.054702237,11132,6,0,0,0,0
5852,0.001935421,86,0,4.88759e-4,2045,1,0,0,0,0
5860,0.704338908,28,0,0.713254999,4850,12,0,1,0,1
5864,0,62,0,0.376233791,5166,19,0,2,0,0
5871,0.303080099,40,0,0.241652518,5300,11,0,0,0,1
5874,0.908288187,50,6,0.484747501,3900,11,0,0,1,0
5877,0.280622745,32,0,0.613341865,6250,8,0,2,0,0
5879,0.047888462,74,0,414,NA,15,0,0,0,0
5888,0.196835894,53,0,4136,NA,15,0,3,0,4
5890,0.07155697,56,0,1426,NA,11,0,1,0,0
5891,0.165296601,29,1,0.01665405,1320,5,0,0,0,0
5893,0,44,0,0.254985001,11333,6,0,2,0,0
5894,0.206670567,52,0,0.814796425,12083,27,0,2,0,1
5898,0.057858952,77,0,0.074177098,2156,2,0,0,0,0
5904,0.047702369,59,1,2202,NA,20,0,1,0,0
5906,0.901137358,30,0,0.175017643,2833,12,0,0,0,0
5907,0.888111888,35,1,0.148170366,1666,9,0,0,0,0
5913,0.025426193,64,0,0.138990696,7093,8,0,1,0,1
5922,1.109094545,80,0,0.482974071,3200,5,0,0,1,1
5930,0.009620951,80,0,222,NA,7,0,0,1,0
5934,0.574609922,51,1,0.548752433,5650,5,0,1,0,4
5939,0.29667103,49,0,0.806735914,6353,9,0,2,0,4
5942,0.184554835,38,0,0.211079274,9422,5,0,1,0,1
5943,0.610529228,36,0,0.131657974,6326,5,0,1,0,1
5950,0.011240992,44,1,9,NA,3,0,0,0,0
5952,0.015433205,52,0,1802,0,13,0,2,0,2
5953,0.215571137,51,0,2012,NA,6,0,2,0,0
5954,0.119141267,73,0,0.437730928,4600,16,0,1,0,1
5958,0.038763267,37,0,1047,NA,5,0,1,0,0
5959,0.41522711,39,0,0.388875395,4116,9,0,0,0,0
5960,0.019525441,70,0,0.041821718,65300,7,0,2,0,0
5964,0.012984691,62,0,568,NA,13,0,0,0,0
5965,0.688629504,56,1,0.498662591,7850,14,0,2,0,2
5966,0.003235199,68,1,0.187283682,7800,8,0,1,0,0
5970,0.504367961,37,1,0.135341031,8400,4,0,1,0,1
5973,0.11599275,47,1,914,NA,4,0,1,0,0
5984,0,61,0,1056,NA,6,0,1,0,0
5993,0.263957508,61,0,0.364147408,1600,17,0,0,0,0
5995,0.23119422,71,0,0.108791701,15616,5,2,1,0,1
6003,0.42362503,54,0,0.389566222,15583,16,0,2,0,5
6005,0.405808583,61,0,0.227546975,5800,9,0,0,0,0
6006,0.962075848,69,0,0.004027618,3475,1,0,0,0,0
6007,0.220901999,40,0,0.163870046,2800,11,1,0,0,0
6009,0.698565194,38,0,0.406850192,3123,9,0,0,0,3
6014,0.007758729,61,0,0.279521238,6850,11,0,1,0,0
6025,0.9999999,34,0,0.127229955,5100,4,0,0,0,2
6027,0.957251781,40,1,0.578067597,5443,12,0,1,0,2
6036,0.585352562,70,0,1.840672197,4700,32,0,7,0,0
6045,0.406932178,37,0,0.102753423,6500,5,0,0,0,3
6047,0.140061424,71,0,0.533064375,5700,7,0,1,0,1
6049,0.155745559,31,2,0.745442269,1480,11,0,0,0,0
6054,0,52,0,1.2923e-4,54166,8,0,0,0,0
6055,0.853932298,52,0,0.637389009,4166,12,0,2,1,1
6064,0.107980143,60,0,0.331766823,10000,11,0,1,0,0
6071,0,82,5,2146,NA,5,1,1,1,0
6075,0.9999999,42,0,0,3660,0,0,0,0,1
6084,0.260281583,53,0,0.230378109,21633,12,0,2,0,2
6087,0.198407607,32,0,0.065389421,2400,8,0,0,0,0
6093,0.206259087,63,0,0.140610775,12082,12,0,2,0,1
6100,0.030867609,83,0,35,NA,5,0,0,0,0
6120,0.044326545,75,0,0.300064185,3115,7,0,1,0,0
6121,0.068454391,48,0,0.089739926,6997,8,0,0,0,3
6122,0.880109793,39,5,0.199256915,7266,10,0,1,0,1
6124,0.396080068,61,0,0.924913409,8083,7,0,2,0,0
6128,0.322723416,52,0,0.230384669,7200,8,0,0,0,1
6136,0.612746684,64,0,0.264518864,2358,4,0,0,0,0
6137,0.9999999,52,0,0,NA,2,0,0,0,0
6146,0,51,0,0.694084038,8400,9,0,3,0,2
6148,9.31243e-4,62,0,0.15967629,12850,10,0,4,0,1
6154,0.092283317,68,0,120,NA,6,0,0,0,0
6160,0.294539192,45,0,0.414577597,6900,4,0,1,0,0
6161,0.038163808,70,0,0.004570993,10500,8,0,0,0,0
6166,0.223469567,62,0,38,NA,4,0,0,0,0
6168,0.9999999,49,1,0.169006893,3916,5,0,0,0,0
6170,0,26,1,0,7200,2,0,0,0,0
6179,0.9999999,25,0,0.129956681,3000,1,0,0,0,0
6184,0.060856336,31,0,0.334391534,2834,7,0,0,0,0
6198,0.018099095,65,0,1204,NA,3,0,1,0,0
6199,0.081664852,68,0,109,NA,6,0,0,0,0
6201,0.062460962,23,0,7.18735e-4,4173,2,0,0,0,0
6206,0.024875151,61,1,0.17550077,6489,5,0,1,0,2
6220,0.9999999,60,0,0.168244234,7500,7,0,1,0,0
6224,0.9999999,31,0,57,NA,0,0,0,0,0
6225,0.04475821,49,0,0.060845516,2530,3,0,0,0,1
6231,0.97891232,55,1,1504,NA,6,0,1,1,0
6234,0.066741657,28,0,0.27399651,4583,10,0,1,0,0
6236,0.025831677,34,0,12,NA,6,0,0,0,0
6248,0.992290086,46,1,0.258287574,4916,10,1,1,2,1
6252,1.481037924,26,0,22,NA,1,0,0,1,0
6254,0.9999999,26,0,0.452466907,830,1,0,0,0,1
6256,0.035135877,78,0,0.176455886,4000,6,0,0,0,0
6257,0.06614367,66,0,0.262818446,3100,7,0,1,0,0
6265,0.808068388,39,0,0.328028825,6660,11,0,1,0,5
6266,0.082927805,69,0,1227,NA,6,0,1,0,1
6270,0.204695982,41,0,0.29382749,7500,12,0,1,0,0
6281,0.9999999,51,98,0,7500,0,98,0,98,0
6290,0.036389876,45,0,0.584694585,10100,14,0,4,0,3
6292,0.140634339,71,0,0.337732981,12500,16,0,2,0,0
6294,0.030472223,73,0,0.304683092,5316,11,0,1,0,1
6300,0.226616307,40,1,0.576539497,6316,11,2,1,0,20
6302,0.099537932,45,0,0.33427762,6000,18,0,2,0,0
6304,0.780851506,47,0,0.753591541,8700,10,0,3,0,1
6305,0.688715564,61,0,0.165133946,2500,6,0,0,0,0
6307,0.008557941,72,0,0.117894105,6666,9,0,1,0,1
6309,0.234240658,56,0,0.514156405,9500,12,0,2,0,0
6310,0.009668762,93,1,0.00219956,5000,5,0,0,0,0
6314,0.055617435,36,1,0.822057697,3916,13,0,1,0,0
6323,0.146536033,38,1,0.616616793,5680,8,0,2,0,1
6338,0.662623786,54,1,0.941571992,4312,19,0,1,0,0
6340,0.054811915,47,0,0.171767645,1600,4,0,0,0,0
6345,0.024681444,63,0,0.008993817,5336,6,0,0,0,0
6357,0.9999999,57,2,2047,NA,3,1,1,0,1
6363,0.901341837,59,0,0.590052751,6634,13,0,1,0,1
6369,0.225676131,58,0,0.203976649,17300,7,0,2,0,0
6374,0,36,0,0.468454503,6450,8,0,2,0,3
6375,0.021848908,64,0,0.187570114,4456,4,0,1,0,1
6376,0.021173675,59,0,0.372112558,16666,17,0,3,0,0
6378,0.290094654,59,0,4032,NA,6,0,2,0,0
6380,0,39,0,0.346728844,7290,15,0,2,0,0
6386,0.157563926,65,0,0.038874632,10520,5,0,0,0,0
6387,0,68,0,538,NA,5,0,1,0,0
6389,0.666328271,59,0,7018,NA,13,0,1,0,1
6397,0.303429598,46,0,0.390114943,4349,11,0,2,0,0
6399,0.027798888,48,0,0.280971082,2800,3,0,1,0,0
6400,0.9999999,28,0,68,NA,0,0,0,0,0
6409,0.399370607,71,0,0.302195236,2140,3,0,0,0,0
6411,0.194995026,51,1,0.343897378,5300,9,0,1,0,0
6415,0.333483326,60,0,0.353872328,13518,6,0,2,0,0
6422,0.9999999,55,1,0.062473969,2400,0,0,0,0,1
6424,0.042212442,63,0,0.007763975,7083,7,0,0,0,2
6429,0.417618607,55,3,0.022891364,53600,8,0,1,1,0
6430,0.77637452,49,0,1.024165508,5751,12,0,2,0,2
6435,0.117233294,59,0,0.00509949,10000,3,0,0,0,0
6438,0.9999999,48,1,0.423201394,8033,9,0,2,0,4
6441,0.003945679,53,0,0.001047519,10500,8,0,0,0,2
6447,0.332981846,62,0,1298,NA,6,0,1,0,0
6448,0.291124679,66,2,0.143464134,4000,6,1,1,0,2
6451,0.612269387,67,0,0.254668431,6800,5,0,1,0,0
6458,0.693061043,62,0,5020,NA,9,0,2,0,2
6459,0.017842438,36,0,0.089114833,5015,4,0,0,0,0
6462,0.186484649,36,0,0.255539143,8800,20,0,1,0,2
6463,0.072240093,42,0,0.253059755,8333,7,0,2,0,2
6468,0.984641229,39,0,0.534193161,3333,8,0,2,0,0
6477,0.524513956,73,0,0.425319267,1800,9,0,0,0,0
6480,0.248477407,43,0,0.412845775,15833,18,0,4,1,1
6482,0.038170945,60,0,0.464053595,10000,16,0,2,0,0
6488,0.056176711,57,0,0.003576396,5032,2,0,0,0,0
6499,0.029891011,78,0,0.003999333,6000,3,0,0,0,1
6501,0.010409264,48,0,0.502982582,4190,10,0,1,0,2
6510,0.099180164,31,0,0.008269344,1692,1,0,0,0,0
6517,0.193533866,45,0,0.365136731,8300,16,0,2,0,4
6518,0.9999999,62,0,0.390015205,3945,2,0,2,0,2
6528,0.94000606,77,1,2715,NA,7,0,1,0,0
6529,0.483646515,54,0,0.354577241,6291,2,0,1,0,3
6535,0.190054028,42,0,0.394217149,12000,4,0,1,0,2
6536,0.052148696,66,0,0.132405633,12000,11,0,0,0,0
6538,0.739577713,62,0,0.697151424,6002,19,0,1,0,1
6544,0.182502352,77,0,508,NA,7,0,1,0,0
6559,0.018990933,66,0,0.27190531,6082,11,0,1,0,0
6561,0.83441782900000006,61,1,0.486727901,11866,9,0,2,0,0
6564,0.013162241,61,0,0.138744502,2500,15,0,1,0,0
6577,0.001031664,70,0,0.124817091,6833,10,0,0,0,1
6580,0.112724284,29,0,0.135280553,1300,5,0,0,0,1
6581,0.419802933,66,0,0.558427855,3790,10,0,2,0,0
6582,0.29562131,27,0,0.172979305,2560,3,0,0,0,0
6587,0,62,0,0.364152172,10750,23,0,3,0,0
6588,0.148205542,42,0,1209,NA,11,0,2,1,2
6590,0.019222685,73,0,0.188144948,4166,12,0,0,0,0
6591,0.087433005,74,0,0.00614055,8793,2,0,0,0,0
6593,0.784746706,47,2,1.455077846,7000,11,0,2,2,2
6603,0.508232021,49,0,0.718228177,10000,29,0,7,0,3
6607,0.049802837,61,0,0.529720039,7250,10,0,2,0,0
6608,0.012924325,43,1,0.362625139,8090,10,1,3,1,1
6609,1.128856624,65,0,646,NA,4,1,0,0,0
6614,0.429471634,54,0,0.596519135,10686,23,0,4,0,0
6617,0.243334907,47,2,2791,NA,9,0,2,1,0
6619,0.192001481,30,0,0.137488543,12000,6,0,1,0,2
6628,0.35074577,45,1,0.461418307,3200,8,0,1,0,0
6643,0.674650699,30,0,0.145514035,5806,4,0,0,1,1
6645,0.543746291,86,0,0.182259677,7000,10,0,0,0,0
6655,0.9999999,40,0,65,NA,1,0,0,0,0
6667,0.09561753,58,0,0.087326056,12000,5,0,0,0,3
6674,0.038236589,39,0,72,NA,4,0,0,0,0
6680,0.15689036,41,0,0.288871113,10000,4,0,1,0,0
6681,0.764263028,53,1,2302,NA,4,0,2,0,1
6683,0.508330905,53,1,0.505494505,10100,13,0,2,0,0
6686,0.232935306,66,0,0.599715775,2110,17,0,0,0,0
6687,0.17656507,65,0,0.242787775,3500,9,0,0,0,1
6690,0.127727657,32,0,0.182328716,5341,9,0,0,0,0
6695,0.391321024,44,0,0.381021632,5500,8,0,1,1,3
6699,0.464123382,43,1,0.414117177,5000,13,0,2,0,3
6700,0.115283656,53,0,0.777777778,4166,13,0,2,0,1
6702,0.028932916,73,0,0.18327778,21300,11,0,2,0,0
6706,0.777149813,47,0,0.279139271,11710,9,0,1,0,3
6707,0.9999999,25,0,0.440175631,910,1,1,0,0,0
6708,0.059207436,36,1,1.154441985,6325,12,0,3,0,1
6713,0.271248583,87,0,122,NA,2,0,0,0,0
6717,0.25906608800000003,62,0,1.254248584,3000,21,0,2,0,0
6723,0.201437366,63,1,0.157312358,7500,8,0,1,0,1
6724,0.398589065,51,1,0.020811655,960,2,0,0,0,1
6727,0.855375734,39,1,0.380556837,6500,5,0,1,0,0
6729,0.074973077,78,0,132,NA,2,0,0,0,0
6730,0.08321083,51,0,0.218402325,9976,3,0,1,0,0
6731,0.999613153,54,2,0.27112148,6000,4,1,1,0,0
6735,0.302334883,68,1,0.252148997,1395,9,0,0,0,0
6741,0.9999999,65,0,506,NA,1,0,0,0,NA
6743,0.391874793,54,0,0.671382758,5300,9,0,2,0,0
6747,0.974051896,41,0,1251,0,3,1,1,0,1
6749,0.047798088,48,0,0.085745926,6320,4,0,0,0,1
6756,0.266146771,76,0,0.009283504,4200,1,0,0,0,0
6758,0.055484271,63,0,2113,NA,9,0,2,0,3
6762,0.078481998,51,1,0.246396134,12000,9,0,2,0,2
6766,0.04179193,55,0,1333,NA,15,0,1,0,0
6769,0.188340583,65,0,0.319946676,6000,7,0,1,0,2
6772,0.45756758,62,0,0.679577792,21505,25,0,6,0,1
6775,0.9999999,37,0,0.204448888,4000,4,0,0,0,1
6787,1.302325581,54,2,0.173036607,6200,3,1,0,1,1
6796,0,63,0,0,NA,3,0,0,0,0
6808,0,33,0,0.440536407,8500,6,0,2,0,2
6809,0.030662117,58,0,0.283292031,7666,10,0,1,0,0
6815,0.698726394,56,1,0.8997001,3000,8,0,1,0,1
6816,0.010702718,32,1,71,NA,3,0,0,0,0
6817,0.311336083,49,1,0.507768036,6500,9,0,2,0,3
6819,0.020854166,47,0,34,NA,11,0,0,0,0
6821,0,75,0,187,NA,4,0,0,0,0
6824,0.486005029,45,0,0.46983347,7325,14,0,1,0,1
6829,0.002079503,57,2,0.361971042,12500,15,0,2,0,5
6832,1.004581424,49,0,0.30900968,4028,6,2,1,0,0
6834,0.009339405,95,0,24,NA,3,0,0,0,0
6836,0.9999999,47,0,4333,NA,4,0,2,0,0
6837,1.001646671,46,5,0.64117941,2000,8,0,2,0,0
6838,0.9999999,25,2,0.081643988,3600,1,0,0,0,1
6842,0.304192395,70,0,0.153538585,2500,2,0,0,0,0
6843,0.998003992,41,0,0.020523498,3361,2,4,0,0,4
6844,0.9999999,64,0,0.002726034,2200,0,0,0,0,0
6845,0.083832335,31,1,0.056632751,5208,5,0,0,1,0
6848,0.159371985,62,0,0.227208976,1425,9,0,0,0,0
6856,0.806576402,60,0,0.079791024,4210,3,1,0,0,1
6860,0.006400687,41,1,0.943514121,4000,19,0,4,0,4
6861,0.018333817,53,0,0.11428337,12188,11,0,1,0,2
6863,0.019088124,41,0,0.209973753,8000,6,0,1,0,0
6864,0.047437186,67,0,0.249266862,3750,6,0,1,0,0
6866,0,57,0,0.19012954,26786,8,0,1,0,3
6871,0.033728597,82,0,0.091846298,3200,13,0,0,0,0
6872,0.011896662,91,0,15,NA,7,0,0,0,0
6874,0.205806922,69,0,0.217862481,2675,9,0,0,0,0
6876,0.012313764,47,0,0.344887348,7500,13,0,1,0,0
6886,0.569886023,40,0,0.768026511,8750,6,0,2,0,2
6887,0.096574449,35,0,0.478163494,6250,16,0,2,0,2
6888,0.397278675,67,0,0.243382213,5250,7,0,0,0,1
6894,0.9999999,51,1,106,NA,0,0,0,0,0
6899,0.103746758,59,0,3170,NA,13,0,1,0,0
6901,0.526982012,55,0,0.343015805,2340,4,0,0,0,0
6902,0.004533132,68,0,1619,NA,5,0,1,0,0
6904,0.001666587,49,0,1.81785e-4,5500,1,0,0,0,0
6905,0.062423175,71,0,1178,NA,7,0,1,0,0
6910,0.9999999,62,8,0.800428418,2800,13,2,1,3,0
6922,0.966871435,38,0,0.284302421,6070,4,0,1,0,1
6923,0.268731269,26,0,0.527472527,1000,3,0,0,0,0
6924,0.008829855,81,0,7.0049e-4,9992,2,0,0,0,0
6937,0.325173986,43,0,1723,1,13,0,1,0,2
6941,0.058894111,77,0,0.005097451,3334,3,0,0,0,0
6942,0.775542359,48,0,1962,NA,5,0,1,0,3
6952,0.018136662,31,0,0.400442478,4067,10,0,1,0,0
6953,0.148323445,38,0,0.092581484,5000,3,0,0,0,1
6955,0.014386735,66,0,0.451754825,10000,8,0,3,0,1
6956,0.465878189,36,0,0.715533239,9160,8,0,2,0,0
6958,0.006980255,48,0,0.355548151,3000,9,0,1,0,0
6965,0.573151678,46,0,279,NA,4,0,0,0,3
6968,0.941893022,29,1,0.550966275,7916,9,0,1,0,1
6973,0.75210722,34,1,0.430978482,4925,10,0,0,0,0
6979,0.167865204,41,0,0.422033498,25433,14,0,11,0,0
6981,0.03362577,66,0,652,NA,5,0,1,0,NA
6982,0.557392348,35,0,0.126912875,4900,8,0,0,0,2
6984,0.784132888,37,0,0.640366326,2838,6,0,1,0,0
6988,0.9999999,26,0,119,NA,0,0,0,0,0
6989,0.110216825,51,0,0.317666539,7850,13,0,2,0,3
6992,0.068445448,41,0,0.150094434,9000,4,0,1,0,3
6994,0,41,0,0.687413235,12965,7,0,5,0,1
6995,0.009172581,37,1,0.092034744,5410,15,0,0,0,1
6997,0.017597979,80,0,0.382713527,4893,16,0,3,0,0
6998,0.084203993,44,1,0.525497167,9000,14,0,2,0,2
7006,0.013702253,65,0,0.610383944,4583,15,0,2,0,0
7009,0.54249868,50,0,0.926678887,6000,12,0,2,0,2
7014,0.003468267,46,0,0.185191173,12370,5,0,1,0,3
7015,0.632187688,41,0,0.490181332,11966,16,0,2,0,0
7016,0.169532187,39,1,0.309729419,1736,7,0,0,0,1
7020,2.22216e-4,59,0,0.619160153,5500,9,0,2,0,0
7034,1.060939061,39,2,0.574440433,6924,6,3,4,2,0
7043,0.065042151,35,0,0.007748063,4000,2,0,0,0,0
7045,0,63,1,0.198771516,14000,11,0,1,0,0
7046,0.877780555,28,0,1.020989505,2000,10,0,3,0,0
7047,0.445511011,38,1,0.745883509,4068,10,0,1,0,0
7048,0.9999999,34,0,0.246076722,4587,5,0,1,0,1
